complaint_id,complaint_timestamp,response_timestamp,resolve_timestamp,ticket_status,customer_status,source,brand,purchase_channel,outlet,complaint_type,issue_detail,responsible_area
CMP-0408,2025-04-09 12:56:00,2025-04-09 13:23:00,2025-04-09 13:45:00,SOLVED,Misunderstanding clarified,Feedback,Moon Chicken,Phone,Kemang,Produk tidak sesuai dengan order,Menu tertukar,Checker
CMP-0409,2025-03-31 18:34:00,2025-03-31 18:42:00,2025-03-31 20:49:00,SOLVED,Refund,Feedback,Dari Pada,Platform,Cikini,Tech issue,Pembayaran gagal,AM
CMP-0410,2025-02-25 14:34:00,2025-02-25 14:44:00,2025-02-25 18:12:00,SOLVED,Forgiven,Social Media,Moon Chicken,App,Pamulang,Tech issue,Voucher error,Tech Team
CMP-0411,2025-02-20 14:18:00,2025-02-20 14:22:00,2025-02-20 15:43:00,EXPIRED,No response,Whatsapp,San Gyu,Take Away,Kemang,Waktu pengiriman terlalu lama,Driver delay,Admin
CMP-0412,2025-05-31 11:31:00,2025-05-31 11:42:00,,VALIDATING,Missing proof,Feedback,San Gyu,Take Away,Pamulang,Rasa tidak sesuai,Keasinan,QC
CMP-0413,2025-02-28 14:28:00,2025-02-28 14:45:00,,VALIDATING,Missing proof,Social Media,Bude Sari,Platform,Pamulang,Porsi tidak sesuai,Porsi terlalu sedikit,AM
CMP-0414,2025-01-30 19:53:00,2025-01-30 19:57:00,2025-01-30 20:58:00,SOLVED,Replacement sent,App,San Gyu,Phone,Tebet,Produk tidak sesuai dengan order,Varian salah,Checker
CMP-0415,2025-06-09 13:28:00,2025-06-09 13:33:00,2025-06-09 15:16:00,SOLVED,Refund,Social Media,Bude Sari,App,Cibubur,Tekstur tidak sesuai,Keras,Kitchen
CMP-0416,2025-05-15 13:03:00,2025-05-15 13:09:00,2025-05-15 14:45:00,SOLVED,Forgiven,Social Media,Dari Pada,Phone,Cibubur,Tekstur tidak sesuai,Dingin/tidak fresh,Kitchen
CMP-0417,2025-03-29 09:42:00,2025-03-29 09:45:00,2025-03-29 09:56:00,EXPIRED,No response,Whatsapp,San Gyu,Phone,Cikini,Rasa tidak sesuai,Kurang rasa,QC
CMP-0418,2025-05-30 14:42:00,2025-05-30 14:43:00,2025-05-30 14:59:00,SOLVED,Refund,Social Media,Moon Chicken,Phone,Cibubur,Tech issue,Voucher error,Tech Team
CMP-0419,2025-01-31 20:45:00,2025-01-31 20:57:00,2025-01-31 22:44:00,EXPIRED,No response,Social Media,Ayam Koplo,App,Tebet,Tech issue,App error,Tech Team
CMP-0420,2025-06-10 15:33:00,2025-06-10 15:38:00,2025-06-10 16:09:00,SOLVED,Refund,Social Media,Bude Sari,Take Away,Pamulang,Tech issue,Voucher error,Checker
CMP-0421,2025-05-16 21:01:00,2025-05-16 21:07:00,2025-05-17 02:40:00,SOLVED,Misunderstanding clarified,Whatsapp,Dari Pada,Phone,Pluit,Order tidak lengkap,Item kurang,Checker
CMP-0422,2025-04-29 12:32:00,2025-04-29 12:35:00,,VALIDATING,Missing proof,Whatsapp,Ayam Koplo,Take Away,Pluit,Porsi tidak sesuai,Porsi terlalu sedikit,AM
CMP-0423,2025-05-30 21:29:00,2025-05-30 21:32:00,2025-05-31 00:49:00,SOLVED,Replacement sent,Feedback,Bude Sari,Phone,Pluit,Order tidak lengkap,Item kurang,Checker
CMP-0424,2025-06-15 15:12:00,2025-06-15 15:15:00,2025-06-15 16:05:00,SOLVED,Replacement sent,App,Dari Pada,App,Pluit,Rasa tidak sesuai,Keasinan,AM
CMP-0425,2025-06-18 20:54:00,2025-06-18 21:03:00,2025-06-18 22:56:00,SOLVED,Refund,App,Bude Sari,App,Pamulang,Porsi tidak sesuai,Ukuran tidak sesuai,Checker
CMP-0426,2025-02-23 16:31:00,2025-02-23 16:43:00,2025-02-23 17:41:00,SOLVED,Refund,App,Moon Chicken,Platform,Cikini,Rasa tidak sesuai,Terlalu manis,QC
CMP-0427,2025-04-18 10:08:00,2025-04-18 10:15:00,2025-04-18 11:02:00,SOLVED,Misunderstanding clarified,Feedback,Ayam Koplo,App,Cikini,Waktu pengiriman terlalu lama,Driver delay,Admin
CMP-0428,2025-01-04 11:34:00,2025-01-04 11:49:00,2025-01-04 13:32:00,EXPIRED,No response,Social Media,San Gyu,Platform,Cibubur,Order tidak lengkap,Side dish tidak ada,Checker
CMP-0429,2025-01-30 12:59:00,2025-01-30 13:06:00,2025-01-30 15:16:00,SOLVED,Refund,Social Media,San Gyu,Phone,Tebet,Tekstur tidak sesuai,Keras,Kitchen
CMP-0430,2025-01-03 16:11:00,2025-01-03 16:16:00,2025-01-03 16:56:00,EXPIRED,No response,App,Ayam Koplo,Phone,Tebet,Waktu pengiriman terlalu lama,Driver delay,Admin
CMP-0431,2025-05-13 14:38:00,2025-05-13 14:44:00,2025-05-13 16:19:00,SOLVED,Replacement sent,Whatsapp,San Gyu,Take Away,Kemang,Rasa tidak sesuai,Terlalu manis,QC
CMP-0432,2025-02-13 14:13:00,2025-02-13 14:19:00,2025-02-13 14:38:00,SOLVED,Refund,Social Media,Dari Pada,Take Away,Pamulang,Tekstur tidak sesuai,Dingin/tidak fresh,Kitchen
CMP-0433,2025-02-24 21:22:00,2025-02-24 21:26:00,,HANDLING,In progress,Social Media,Ayam Koplo,Phone,BSD,Produk tidak sesuai dengan order,Varian salah,Checker
CMP-0434,2025-04-08 13:38:00,2025-04-08 13:40:00,2025-04-08 14:02:00,EXPIRED,No response,Feedback,Ayam Koplo,App,Cikini,Tekstur tidak sesuai,Dingin/tidak fresh,Kitchen
CMP-0435,2025-03-08 10:33:00,2025-03-08 10:49:00,2025-03-08 12:12:00,SOLVED,Replacement sent,Feedback,Moon Chicken,Take Away,Pamulang,Porsi tidak sesuai,Porsi terlalu sedikit,AM
CMP-0436,2025-05-16 10:20:00,2025-05-16 10:25:00,2025-05-16 12:46:00,EXPIRED,No response,Feedback,Ayam Koplo,Take Away,Bintaro,Waktu pengiriman terlalu lama,Order menunggu terlalu lama,Admin
CMP-0437,2025-02-20 19:19:00,2025-02-20 19:20:00,2025-02-20 19:45:00,SOLVED,Forgiven,Social Media,San Gyu,Platform,Pamulang,Produk tidak sesuai dengan order,Varian salah,QC
CMP-0438,2025-06-10 11:48:00,2025-06-10 11:52:00,2025-06-10 12:55:00,EXPIRED,No response,App,Ayam Koplo,Platform,Tebet,Packaging issue,Label tidak sesuai,AM
CMP-0439,2025-01-11 15:21:00,2025-01-11 15:35:00,2025-01-11 15:53:00,EXPIRED,No response,App,Moon Chicken,Platform,Cikini,Rasa tidak sesuai,Keasinan,QC
CMP-0440,2025-02-10 15:58:00,2025-02-10 16:02:00,2025-02-10 17:00:00,SOLVED,Misunderstanding clarified,Social Media,Dari Pada,App,Pamulang,Tekstur tidak sesuai,Dingin/tidak fresh,Kitchen
CMP-0441,2025-01-23 18:01:00,2025-01-23 18:11:00,2025-01-23 18:34:00,EXPIRED,No response,Whatsapp,Dari Pada,Platform,Cibubur,Produk tidak sesuai dengan order,Menu tertukar,Checker
CMP-0442,2025-01-26 12:04:00,2025-01-26 12:16:00,2025-01-26 12:34:00,SOLVED,Forgiven,Whatsapp,San Gyu,App,Cikini,Waktu pengiriman terlalu lama,Order menunggu terlalu lama,Admin
CMP-0443,2025-01-12 14:47:00,2025-01-12 14:51:00,2025-01-12 15:12:00,EXPIRED,No response,Social Media,San Gyu,Platform,Tebet,Packaging issue,Label tidak sesuai,AM
CMP-0444,2025-04-26 13:40:00,2025-04-26 13:51:00,2025-04-26 14:58:00,SOLVED,Refund,Whatsapp,Moon Chicken,App,Pamulang,Tekstur tidak sesuai,Daging kering,Kitchen
CMP-0445,2025-06-27 09:01:00,2025-06-27 09:03:00,2025-06-27 11:26:00,SOLVED,Forgiven,Whatsapp,Moon Chicken,App,Bintaro,Porsi tidak sesuai,Porsi terlalu sedikit,AM
CMP-0446,2025-02-02 20:41:00,2025-02-02 20:50:00,2025-02-02 23:31:00,SOLVED,Replacement sent,Whatsapp,Ayam Koplo,Phone,Cikini,Tech issue,Voucher error,Tech Team
CMP-0447,2025-02-01 17:00:00,2025-02-01 17:04:00,2025-02-01 21:00:00,SOLVED,Misunderstanding clarified,Social Media,Moon Chicken,App,BSD,Rasa tidak sesuai,Terlalu manis,QC
CMP-0448,2025-02-25 16:21:00,2025-02-25 16:36:00,2025-02-25 18:02:00,SOLVED,Refund,Social Media,Bude Sari,App,Tebet,Rasa tidak sesuai,Kurang rasa,QC
CMP-0449,2025-04-13 13:40:00,2025-04-13 13:45:00,2025-04-13 16:49:00,SOLVED,Refund,Feedback,Moon Chicken,Take Away,Kemang,Packaging issue,Kemasan rusak,AM
CMP-0450,2025-03-15 15:50:00,2025-03-15 16:01:00,2025-03-15 16:28:00,SOLVED,Replacement sent,Social Media,Moon Chicken,App,Cibubur,Order tidak lengkap,Side dish tidak ada,Checker
CMP-0451,2025-04-01 14:57:00,2025-04-01 15:13:00,,VALIDATING,Missing proof,Social Media,Dari Pada,Take Away,Tebet,Waktu pengiriman terlalu lama,Driver delay,Admin
CMP-0452,2025-03-22 12:45:00,2025-03-22 13:06:00,2025-03-22 15:52:00,SOLVED,Misunderstanding clarified,App,Moon Chicken,Phone,Cikini,Rasa tidak sesuai,Keasinan,QC
CMP-0453,2025-04-08 18:49:00,2025-04-08 19:05:00,2025-04-08 19:34:00,SOLVED,Forgiven,Feedback,Moon Chicken,Platform,Cikini,Packaging issue,Kemasan bocor,AM
CMP-0454,2025-03-28 10:13:00,2025-03-28 10:44:00,2025-03-28 13:28:00,SOLVED,Refund,App,San Gyu,Platform,Tebet,Packaging issue,Label tidak sesuai,AM
CMP-0455,2025-03-12 17:50:00,2025-03-12 18:01:00,2025-03-12 20:29:00,SOLVED,Misunderstanding clarified,Feedback,Bude Sari,App,Pamulang,Produk tidak sesuai dengan order,Varian salah,Checker
CMP-0456,2025-06-24 10:34:00,2025-06-24 10:40:00,2025-06-24 11:19:00,SOLVED,Forgiven,Feedback,Ayam Koplo,App,Pamulang,Tekstur tidak sesuai,Dingin/tidak fresh,QC
CMP-0457,2025-01-28 12:55:00,2025-01-28 13:02:00,2025-01-28 13:47:00,SOLVED,Replacement sent,Whatsapp,Moon Chicken,Take Away,Cibubur,Porsi tidak sesuai,Ukuran tidak sesuai,AM
CMP-0458,2025-05-07 10:47:00,2025-05-07 11:01:00,2025-05-07 11:55:00,SOLVED,Forgiven,App,Ayam Koplo,Platform,Cikini,Rasa tidak sesuai,Basi,QC
CMP-0459,2025-04-29 13:54:00,2025-04-29 13:57:00,2025-04-29 15:54:00,SOLVED,Forgiven,Social Media,Dari Pada,Take Away,Pluit,Rasa tidak sesuai,Basi,QC
CMP-0460,2025-06-16 11:26:00,2025-06-16 11:29:00,2025-06-16 12:33:00,SOLVED,Forgiven,Social Media,Ayam Koplo,Platform,Cikini,Porsi tidak sesuai,Porsi terlalu sedikit,AM
CMP-0461,2025-05-15 19:47:00,2025-05-15 20:06:00,2025-05-15 21:37:00,SOLVED,Replacement sent,Feedback,Ayam Koplo,Take Away,Cikini,Tekstur tidak sesuai,Dingin/tidak fresh,Kitchen
CMP-0462,2025-01-10 20:22:00,2025-01-10 20:34:00,2025-01-10 22:29:00,SOLVED,Replacement sent,Whatsapp,Moon Chicken,Phone,Tebet,Packaging issue,Kemasan bocor,AM
CMP-0463,2025-03-22 18:44:00,2025-03-22 18:50:00,2025-03-22 19:03:00,SOLVED,Forgiven,Whatsapp,Dari Pada,Take Away,Cibubur,Packaging issue,Kemasan bocor,AM
CMP-0464,2025-01-31 13:35:00,2025-01-31 13:48:00,2025-01-31 17:58:00,EXPIRED,No response,App,Bude Sari,Phone,Tebet,Order tidak lengkap,Minuman tidak ada,Checker
CMP-0465,2025-05-16 19:49:00,2025-05-16 19:52:00,2025-05-16 22:15:00,SOLVED,Forgiven,App,Moon Chicken,App,Pluit,Order tidak lengkap,Minuman tidak ada,Checker
CMP-0466,2025-01-02 12:27:00,2025-01-02 12:28:00,2025-01-02 15:20:00,SOLVED,Forgiven,Feedback,Bude Sari,App,Bintaro,Produk tidak sesuai dengan order,Menu tertukar,Checker
CMP-0467,2025-01-28 14:18:00,2025-01-28 14:20:00,2025-01-28 18:54:00,SOLVED,Forgiven,Whatsapp,Bude Sari,Platform,Kemang,Rasa tidak sesuai,Basi,QC
CMP-0468,2025-03-30 11:32:00,2025-03-30 11:55:00,2025-03-30 14:00:00,SOLVED,Misunderstanding clarified,Feedback,Bude Sari,Take Away,Pluit,Produk tidak sesuai dengan order,Varian salah,Checker
CMP-0469,2025-05-19 21:27:00,2025-05-19 21:40:00,2025-05-19 21:50:00,SOLVED,Refund,App,Moon Chicken,App,Tebet,Tekstur tidak sesuai,Daging kering,Kitchen
CMP-0470,2025-03-08 20:42:00,2025-03-08 20:48:00,2025-03-08 23:14:00,SOLVED,Refund,Feedback,San Gyu,Take Away,Pluit,Porsi tidak sesuai,Porsi terlalu sedikit,AM
CMP-0471,2025-06-18 12:30:00,2025-06-18 12:38:00,2025-06-18 15:18:00,SOLVED,Replacement sent,Feedback,Ayam Koplo,Platform,Tebet,Tech issue,App error,Admin
CMP-0472,2025-01-20 10:58:00,2025-01-20 12:37:00,2025-01-20 12:37:00,SOLVED,Replacement sent,Whatsapp,Bude Sari,App,Cikini,Tekstur tidak sesuai,Daging kering,Kitchen
CMP-0473,2025-04-08 16:00:00,2025-04-08 16:13:00,2025-04-08 17:38:00,EXPIRED,No response,App,Bude Sari,App,Pluit,Rasa tidak sesuai,Kurang rasa,QC
CMP-0474,2025-02-13 12:31:00,2025-02-13 12:38:00,,VALIDATING,Missing proof,Feedback,Ayam Koplo,Platform,Pluit,Porsi tidak sesuai,Porsi terlalu sedikit,AM
CMP-0475,2025-05-16 09:18:00,2025-05-16 09:21:00,,HANDLING,In progress,Whatsapp,Moon Chicken,Take Away,Tebet,Order tidak lengkap,Side dish tidak ada,Checker
CMP-0476,2025-05-24 18:13:00,2025-05-24 18:16:00,2025-05-24 21:14:00,EXPIRED,No response,Social Media,Dari Pada,App,Kemang,Tekstur tidak sesuai,Keras,Kitchen
CMP-0477,2025-04-20 16:02:00,2025-04-20 16:12:00,2025-04-20 17:15:00,SOLVED,Refund,Social Media,San Gyu,Phone,BSD,Packaging issue,Label tidak sesuai,Admin
CMP-0478,2025-01-27 17:21:00,2025-01-27 17:28:00,2025-01-27 18:34:00,SOLVED,Refund,App,Moon Chicken,Phone,Tebet,Tech issue,Pembayaran gagal,Tech Team
CMP-0479,2025-05-24 10:28:00,2025-05-24 10:33:00,2025-05-24 13:29:00,SOLVED,Refund,Social Media,San Gyu,Take Away,Pluit,Produk tidak sesuai dengan order,Varian salah,Checker
CMP-0480,2025-03-26 15:34:00,2025-03-26 15:40:00,2025-03-26 21:10:00,SOLVED,Replacement sent,Whatsapp,Dari Pada,App,Cibubur,Tekstur tidak sesuai,Kurang crispy,Kitchen
CMP-0481,2025-06-14 17:21:00,2025-06-14 17:29:00,2025-06-14 18:32:00,EXPIRED,No response,App,Bude Sari,Take Away,Cikini,Packaging issue,Label tidak sesuai,AM
CMP-0482,2025-02-23 17:00:00,2025-02-23 17:11:00,2025-02-23 18:12:00,SOLVED,Forgiven,Whatsapp,Bude Sari,Platform,Pamulang,Rasa tidak sesuai,Terlalu manis,QC
CMP-0483,2025-02-08 17:28:00,2025-02-08 17:41:00,2025-02-08 20:37:00,SOLVED,Misunderstanding clarified,App,Moon Chicken,Phone,Pluit,Tekstur tidak sesuai,Kurang crispy,Admin
CMP-0484,2025-06-02 09:51:00,2025-06-02 09:52:00,,HANDLING,In progress,App,Ayam Koplo,Phone,Bintaro,Packaging issue,Kemasan bocor,AM
CMP-0485,2025-01-18 12:55:00,2025-01-18 12:59:00,2025-01-18 15:21:00,SOLVED,Misunderstanding clarified,App,San Gyu,Take Away,Cibubur,Waktu pengiriman terlalu lama,Order menunggu terlalu lama,Admin
CMP-0486,2025-02-17 11:36:00,2025-02-17 11:47:00,2025-02-17 12:16:00,SOLVED,Forgiven,Feedback,Bude Sari,Platform,Kemang,Packaging issue,Label tidak sesuai,AM
CMP-0487,2025-06-28 09:35:00,2025-06-28 09:41:00,2025-06-28 10:33:00,SOLVED,Replacement sent,Feedback,Dari Pada,Phone,Tebet,Tekstur tidak sesuai,Kurang crispy,Checker
CMP-0488,2025-06-10 22:00:00,2025-06-10 22:05:00,2025-06-10 23:56:00,EXPIRED,No response,Whatsapp,Ayam Koplo,App,Cibubur,Tech issue,App error,Checker
CMP-0489,2025-02-14 13:28:00,2025-02-14 13:52:00,2025-02-14 15:20:00,EXPIRED,No response,Whatsapp,Ayam Koplo,Take Away,Tebet,Packaging issue,Label tidak sesuai,AM
CMP-0490,2025-01-26 12:47:00,2025-01-26 12:48:00,,VALIDATING,Missing proof,Whatsapp,Moon Chicken,Take Away,Tebet,Tekstur tidak sesuai,Dingin/tidak fresh,Kitchen
CMP-0491,2025-04-26 09:59:00,2025-04-26 10:02:00,2025-04-26 10:42:00,SOLVED,Replacement sent,Feedback,Bude Sari,Phone,Cibubur,Produk tidak sesuai dengan order,Varian salah,Checker
CMP-0492,2025-06-03 17:30:00,2025-06-03 17:46:00,2025-06-03 19:49:00,SOLVED,Refund,Whatsapp,Moon Chicken,Take Away,Pamulang,Tech issue,Pembayaran gagal,Driver
CMP-0493,2025-03-05 14:16:00,2025-03-05 14:21:00,2025-03-05 15:59:00,SOLVED,Replacement sent,Whatsapp,Dari Pada,Take Away,Kemang,Rasa tidak sesuai,Basi,QC
CMP-0494,2025-01-27 10:59:00,2025-01-27 11:11:00,,HANDLING,In progress,Whatsapp,Dari Pada,Take Away,Pamulang,Porsi tidak sesuai,Ukuran tidak sesuai,AM
CMP-0495,2025-04-01 13:48:00,2025-04-01 13:51:00,,HANDLING,In progress,Feedback,Bude Sari,Phone,Kemang,Order tidak lengkap,Item kurang,Checker
CMP-0496,2025-01-08 15:22:00,2025-01-08 15:28:00,2025-01-08 15:56:00,SOLVED,Refund,Whatsapp,Dari Pada,Platform,Tebet,Waktu pengiriman terlalu lama,Driver delay,Admin
CMP-0497,2025-06-15 10:29:00,2025-06-15 10:32:00,,HANDLING,In progress,Social Media,Bude Sari,App,BSD,Packaging issue,Label tidak sesuai,AM
CMP-0498,2025-01-27 19:22:00,2025-01-27 19:35:00,2025-01-27 22:53:00,SOLVED,Misunderstanding clarified,App,Ayam Koplo,Phone,Cikini,Produk tidak sesuai dengan order,Varian salah,Driver
CMP-0499,2025-02-14 18:12:00,2025-02-14 18:25:00,2025-02-14 18:52:00,SOLVED,Refund,Social Media,Bude Sari,Take Away,Cikini,Tekstur tidak sesuai,Dingin/tidak fresh,Kitchen
CMP-0500,2025-05-04 15:12:00,2025-05-04 15:14:00,2025-05-04 16:05:00,SOLVED,Misunderstanding clarified,Feedback,Moon Chicken,Platform,Pamulang,Waktu pengiriman terlalu lama,Driver delay,Tech Team
CMP-0501,2025-05-04 20:20:00,2025-05-04 20:24:00,2025-05-05 00:39:00,SOLVED,Forgiven,Whatsapp,Dari Pada,Phone,Pluit,Porsi tidak sesuai,Ukuran tidak sesuai,AM
CMP-0502,2025-05-22 20:11:00,2025-05-22 20:21:00,2025-05-22 22:49:00,EXPIRED,No response,Whatsapp,San Gyu,Take Away,BSD,Order tidak lengkap,Minuman tidak ada,Checker
CMP-0503,2025-06-17 13:33:00,2025-06-17 13:39:00,2025-06-17 15:42:00,SOLVED,Forgiven,Social Media,Dari Pada,Platform,Bintaro,Packaging issue,Kemasan bocor,AM
CMP-0504,2025-01-19 20:42:00,2025-01-19 20:55:00,2025-01-19 23:52:00,SOLVED,Replacement sent,Feedback,Dari Pada,Take Away,Kemang,Tekstur tidak sesuai,Kurang crispy,Kitchen
CMP-0505,2025-05-09 11:05:00,2025-05-09 11:20:00,2025-05-09 11:26:00,SOLVED,Refund,Social Media,Ayam Koplo,Platform,Cikini,Tech issue,Pembayaran gagal,Admin
CMP-0506,2025-06-05 15:18:00,2025-06-05 15:35:00,2025-06-05 18:09:00,SOLVED,Refund,App,Dari Pada,Platform,Cikini,Produk tidak sesuai dengan order,Varian salah,Checker
CMP-0507,2025-01-04 12:19:00,2025-01-04 12:30:00,2025-01-04 16:42:00,SOLVED,Refund,App,Moon Chicken,App,Cikini,Porsi tidak sesuai,Ukuran tidak sesuai,AM
CMP-0508,2025-05-04 21:40:00,2025-05-04 21:43:00,2025-05-04 22:31:00,EXPIRED,No response,Whatsapp,San Gyu,Platform,Cibubur,Porsi tidak sesuai,Porsi terlalu sedikit,AM
CMP-0509,2025-04-23 18:20:00,2025-04-23 18:23:00,2025-04-23 18:45:00,SOLVED,Forgiven,Feedback,Dari Pada,App,Pamulang,Tech issue,App error,Kitchen
CMP-0510,2025-06-16 18:23:00,2025-06-16 18:30:00,2025-06-16 19:16:00,SOLVED,Refund,Whatsapp,San Gyu,Phone,BSD,Tekstur tidak sesuai,Dingin/tidak fresh,Kitchen
CMP-0511,2025-03-31 12:18:00,2025-03-31 12:34:00,2025-03-31 13:21:00,SOLVED,Misunderstanding clarified,Social Media,Moon Chicken,App,Cikini,Produk tidak sesuai dengan order,Varian salah,Checker
CMP-0512,2025-03-26 13:58:00,2025-03-26 14:02:00,2025-03-26 14:15:00,SOLVED,Refund,Feedback,Bude Sari,Phone,Cikini,Porsi tidak sesuai,Porsi terlalu sedikit,AM
CMP-0513,2025-02-06 20:57:00,2025-02-06 21:07:00,,HANDLING,In progress,Feedback,Moon Chicken,Phone,Tebet,Packaging issue,Kemasan bocor,AM
CMP-0514,2025-01-23 15:49:00,2025-01-23 15:53:00,2025-01-23 20:26:00,SOLVED,Forgiven,Social Media,San Gyu,Take Away,Pamulang,Rasa tidak sesuai,Keasinan,QC
CMP-0515,2025-04-06 13:53:00,2025-04-06 14:00:00,2025-04-06 15:14:00,SOLVED,Forgiven,Feedback,Dari Pada,App,Cikini,Packaging issue,Label tidak sesuai,AM
CMP-0516,2025-03-17 18:50:00,2025-03-17 18:59:00,2025-03-17 19:10:00,SOLVED,Refund,App,Moon Chicken,App,Tebet,Packaging issue,Kemasan rusak,AM
CMP-0517,2025-03-20 12:18:00,2025-03-20 12:34:00,2025-03-20 13:39:00,SOLVED,Misunderstanding clarified,App,Ayam Koplo,Platform,Bintaro,Order tidak lengkap,Side dish tidak ada,Checker
CMP-0518,2025-01-10 16:10:00,2025-01-10 16:28:00,2025-01-10 18:19:00,SOLVED,Refund,Whatsapp,Bude Sari,Take Away,Cikini,Order tidak lengkap,Minuman tidak ada,Checker
CMP-0519,2025-04-10 09:22:00,2025-04-10 09:29:00,2025-04-10 10:32:00,SOLVED,Replacement sent,Feedback,Ayam Koplo,App,Tebet,Tekstur tidak sesuai,Daging kering,Kitchen
CMP-0520,2025-06-29 16:46:00,2025-06-29 17:03:00,,HANDLING,In progress,Whatsapp,Bude Sari,Phone,Cibubur,Tekstur tidak sesuai,Dingin/tidak fresh,Kitchen
CMP-0521,2025-01-16 11:00:00,2025-01-16 11:16:00,2025-01-16 12:46:00,SOLVED,Refund,Feedback,San Gyu,Phone,Kemang,Tekstur tidak sesuai,Keras,Kitchen
CMP-0522,2025-06-04 10:39:00,2025-06-04 10:50:00,,HANDLING,In progress,App,Moon Chicken,Platform,Kemang,Tekstur tidak sesuai,Keras,Kitchen
CMP-0523,2025-04-29 12:11:00,2025-04-29 12:19:00,2025-04-29 14:13:00,EXPIRED,No response,Feedback,Ayam Koplo,Platform,Tebet,Waktu pengiriman terlalu lama,Driver delay,Admin
CMP-0524,2025-04-30 12:26:00,2025-04-30 12:31:00,2025-04-30 14:45:00,SOLVED,Forgiven,App,Ayam Koplo,App,Cibubur,Tech issue,Pembayaran gagal,Tech Team
CMP-0525,2025-04-13 12:48:00,2025-04-13 13:00:00,2025-04-13 13:12:00,SOLVED,Refund,Social Media,Bude Sari,Phone,Cibubur,Tech issue,App error,Checker
CMP-0526,2025-02-22 15:04:00,2025-02-22 15:21:00,,VALIDATING,Missing proof,Whatsapp,Moon Chicken,Take Away,Pluit,Tekstur tidak sesuai,Dingin/tidak fresh,Checker
CMP-0527,2025-01-29 20:16:00,2025-01-29 20:30:00,2025-01-29 21:35:00,SOLVED,Refund,Feedback,Dari Pada,Take Away,Tebet,Order tidak lengkap,Item kurang,Checker
CMP-0528,2025-01-10 13:49:00,2025-01-10 13:59:00,2025-01-10 14:56:00,SOLVED,Refund,Social Media,Dari Pada,Platform,Kemang,Tech issue,Pembayaran gagal,Cashier
CMP-0529,2025-01-03 14:20:00,2025-01-03 14:23:00,2025-01-03 14:58:00,SOLVED,Refund,App,Dari Pada,App,Kemang,Produk tidak sesuai dengan order,Varian salah,Checker
CMP-0530,2025-01-29 17:24:00,2025-01-29 17:33:00,2025-01-29 17:58:00,SOLVED,Refund,Whatsapp,Ayam Koplo,App,Cibubur,Rasa tidak sesuai,Terlalu manis,QC
CMP-0531,2025-03-25 10:09:00,2025-03-25 10:28:00,2025-03-25 11:45:00,SOLVED,Forgiven,Whatsapp,Dari Pada,Take Away,Cikini,Produk tidak sesuai dengan order,Varian salah,Checker
CMP-0532,2025-03-18 21:50:00,2025-03-18 22:01:00,2025-03-18 23:02:00,SOLVED,Misunderstanding clarified,Whatsapp,Ayam Koplo,Take Away,Pamulang,Order tidak lengkap,Minuman tidak ada,Admin
CMP-0533,2025-03-10 18:27:00,2025-03-10 18:35:00,2025-03-10 19:33:00,SOLVED,Refund,Feedback,Moon Chicken,Take Away,Cibubur,Order tidak lengkap,Side dish tidak ada,Checker
CMP-0534,2025-01-29 15:48:00,2025-01-29 16:13:00,2025-01-29 16:30:00,EXPIRED,No response,App,Moon Chicken,Platform,Pamulang,Order tidak lengkap,Side dish tidak ada,Checker
CMP-0535,2025-05-15 20:26:00,2025-05-15 20:34:00,2025-05-15 21:18:00,SOLVED,Refund,App,Dari Pada,Take Away,Cibubur,Waktu pengiriman terlalu lama,Driver delay,Admin
CMP-0536,2025-04-22 12:30:00,2025-04-22 12:31:00,,VALIDATING,Missing proof,Whatsapp,Bude Sari,Take Away,Kemang,Produk tidak sesuai dengan order,Varian salah,Checker
CMP-0537,2025-01-29 10:29:00,2025-01-29 10:42:00,2025-01-29 10:43:00,SOLVED,Replacement sent,Whatsapp,San Gyu,Platform,BSD,Order tidak lengkap,Minuman tidak ada,Checker
CMP-0538,2025-05-29 13:10:00,2025-05-29 13:18:00,2025-05-29 13:44:00,SOLVED,Replacement sent,Social Media,Ayam Koplo,Phone,Pluit,Produk tidak sesuai dengan order,Menu tertukar,Checker
CMP-0539,2025-02-04 13:32:00,2025-02-04 13:40:00,,VALIDATING,Missing proof,Whatsapp,San Gyu,Phone,Cikini,Tekstur tidak sesuai,Keras,Kitchen
CMP-0540,2025-05-31 17:38:00,2025-05-31 18:41:00,2025-05-31 18:41:00,EXPIRED,No response,Social Media,San Gyu,Platform,Cikini,Rasa tidak sesuai,Basi,QC
CMP-0541,2025-03-12 12:08:00,2025-03-12 12:28:00,2025-03-12 12:57:00,SOLVED,Refund,App,Dari Pada,App,Kemang,Rasa tidak sesuai,Kurang rasa,QC
CMP-0542,2025-01-04 19:15:00,2025-01-04 20:07:00,2025-01-05 00:41:00,SOLVED,Forgiven,Whatsapp,Bude Sari,Take Away,Pluit,Packaging issue,Kemasan bocor,AM
CMP-0543,2025-03-18 10:52:00,2025-03-18 11:02:00,2025-03-18 13:33:00,SOLVED,Forgiven,Whatsapp,Moon Chicken,Platform,Cibubur,Waktu pengiriman terlalu lama,Driver delay,Admin
CMP-0544,2025-06-11 20:08:00,2025-06-11 20:23:00,2025-06-11 20:54:00,EXPIRED,No response,App,Moon Chicken,Phone,Cikini,Tekstur tidak sesuai,Daging kering,Kitchen
